N.,DEPA,ODS,Nombre_EPS,ID.EPS,Localidad,ID.Localidad,Ubigeo.CCPP,CCPP,ID.Reservorio,Nombre_Reservorio,X..Este....UTM,Y..Norte....UTM,Zona...UTM,Altitud,Tipo.de.Reservorio,Estado.Operativo,Observación,Antigüedad..Años.,Volumen.Reservorio..m3.,Material,Cuenta.con.tapa,Cerco.Protección,Foto_panoramica,Foto_tapa,Foto_estado,Fecha.de.fotos,Foto.Propia.de.ODS.o.de.EPS,X,Y
145,CUSCO,CUSCO,EPS EMSAPA CALCA S.A.,NA,CALCA,CALCA,804010001,CALCA,RC,RESERVORIO CCUMURUMI,180298,8526529,19L,3042,Semi-enterrado,Opera Normal,Ninguna,45,700,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/7.-CUSCO/EMSAPA%20CALCA%20S.A/R.CCUMURUMI-PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/7.-CUSCO/EMSAPA%20CALCA%20S.A/R.CCUMURUMI-TAPA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/7.-CUSCO/EMSAPA%20CALCA%20S.A/R.CCUMURUMI-ESTADO.jpeg,45483,EPS,-13.311415102276742,-71.95070484762572
146,CAJAMARCA,CAJAMARCA,EPS MARAÑON S.A.,NA,JAEN,JAEN,NA,JAEN,R1,PLANTA,NA,NA,NA,NA,Apoyado,Opera Normal,NA,NA,NA,NA,Si,NA,NA,NA,NA,45484,ODS,NA,NA
147,CAJAMARCA,CAJAMARCA,EPS MARAÑON S.A.,NA,JAEN,JAEN,NA,JAEN,R2,MAGLLANAL,NA,NA,NA,NA,Apoyado,Opera Normal,NA,NA,NA,NA,Si,NA,NA,NA,NA,45485,ODS,NA,NA
148,CAJAMARCA,CAJAMARCA,EPS MARAÑON S.A.,NA,JAEN,JAEN,NA,JAEN,R3,GUAYACAN,NA,NA,NA,NA,Apoyado,Opera Normal,NA,NA,NA,NA,Si,NA,NA,NA,NA,45486,ODS,NA,NA
149,CAJAMARCA,CAJAMARCA,EPS MARAÑON S.A.,NA,JAEN,JAEN,NA,JAEN,R4,MORRO SOLAR,NA,NA,NA,NA,Apoyado,Opera Normal,NA,NA,NA,NA,Si,NA,NA,NA,NA,45487,ODS,NA,NA
150,CAJAMARCA,CAJAMARCA,EPS MARAÑON S.A.,NA,JAEN,JAEN,NA,JAEN,R5,PARRAL,NA,NA,NA,NA,Apoyado,Opera Normal,NA,NA,NA,NA,Si,NA,NA,NA,NA,45488,ODS,NA,NA
151,CAJAMARCA,CAJAMARCA,EPS MARAÑON S.A.,NA,JAEN,JAEN,NA,JAEN,R6,MIRAFLORES,NA,NA,NA,NA,Apoyado,Opera Normal,NA,NA,NA,NA,Si,NA,NA,NA,NA,45489,ODS,NA,NA
32,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,CAJAMARCA,11001,60101,Cajamarca,R-1,Reservorio R-1,773658,9207696,17M,2792,Apoyado,Opera Normal,"Vigas de losa (techo) en mal estado, el acero ya no tiene recubrimiento, muro perimetrico en mal estado.",83,1000,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihZKDiahcZa7j3tR8eRm4JJoK21R8rDXfJ2Zl117rQ3L01yAFPI-1oxAnqZgYXuzHvMCJ9am3Gt9I9Jg9nfHWN_Z4vVvbjOj3ms=w2878-h1508-rw-v1,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihbtwtv8B82-OgKtkYkFiJICUuEQBAEJfGhfg4cW90cb8lN0cNtbgfPeIipNCodNWQWWIIwYqYzNEdmLpex3o7GSMs-5U-cONmI=w2878-h1508-rw-v1, ,45474,EPS,-7.1611728089807585,-78.52225244948643
33,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,CAJAMARCA,11001,60101,Cajamarca,R-2,Reservorio R-2,773059.48,9208484.07,17M,2787,Apoyado,Opera Normal,"Necesita tarrajeo de las paredes internas en sus totalidad, muro perimetrico en mal estado.",43,2500,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihYP3vRXIlso-PzfpH0nLL-bVveGjDVNeKDSEliZ2fzssO7E0Y2DzL4tJTBDbPg_Fk3ZkX5IVUrvoFUn3zvgyea-Ejq2nEZm8Tk=w2878-h1508-rw-v1,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihbAqpr727VsNUVcNJ0oaot3f78JdDhlWYAYfJq90fBpZ3xiOO5vrsXzj0Elar89LZj1ppvPl1rTHgLruuRpuyj3tvcUtNf_NA=w2878-h1508-rw-v1, ,45474,EPS,-7.154079829372435,-78.5277064757989
154,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,CAJAMARCA,11001,60101,Cajamarca,R-3,Reservorio R-3,773607,9207414,17M,2851,Apoyado,Opera Normal,Tapa sanitaria y escalera interna oxidada,43,700,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihbwuQcOltE9A0iBsjoL52em4LDlH4q48f1QE2sqteWhpDggxgFYLGgmyY7weChjug_xXbBTtR-SdIM1EY-9HjwPCS-i4QUHXg=w2878-h1508-rw-v1,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihZzcPCPcTNDP2t42U9QGRUCVbCOL9p9HO2lDwv54BfOdmcAZxpcP8vJrkg0D2Xmk6Pv_q5I0O4e8D-AXTW2YUjYRQA1d9Q82xI=w2878-h1508-rw-v1, ,45474,EPS,-7.163723839638225,-78.5227001538087
35,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,CAJAMARCA,11001,60101,Cajamarca,R-4,Reservorio R-4,774673.43,9206187.19,17M,2785,Apoyado,Inoperativo,Fallas en la cimentación,18,1500,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihY8V7xiuJYnT0GDxUUls-2SP2coFyRkeR2HpBfNcmGCH6eGdEJngRmD5QZKTkig3eHslCk_HAlI_yJgPZn_zX5hglG1LtEKtA=w2878-h1508-rw-v1,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihb243n2aL0yVmuCEJFbzeOzXpNdsvDnV12AbJK41vUQKRMNCxBGLhJwrtuWNIH7PjfI_EN5G_S7y0gEC9BMlkNq23h9mew1IQ=w2878-h1508-rw-v1, ,45474,EPS,-7.17475881844329,-78.5129904681485
36,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,CAJAMARCA,11001,60101,Cajamarca,R-5,Reservorio R-5,773226,9207124,17M,2950,Apoyado,Opera Normal,"Tapa sanitaria y escalera interna oxidada, muro perimetrico en mal estado.",12,350,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihb7FuBY6iOEqbMpYNIaHlhEUKDJGE0Zo6454NGe7W04lzu3ONtSZZ9RD7nGuerFwg1BECv8hDnDO1sq_BiaJWao455P9OfktBw=w2878-h1508-rw-v1,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihbXQfZutsrmf0AXHDkY6qh5nBOD6a6H3kGQNDlNH470JYcLtiY9nR6Jm8-z6WiMCJygQkEpEiS1mKFUJc2wvECuMjmCNeS65QI=w2878-h1508-rw-v1, ,45474,EPS,-7.166363254275188,-78.52613348112223
157,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,CAJAMARCA,11001,60101,Cajamarca,R-6,Reservorio R-6,774698,9206173,17M,2785,Apoyado,Opera Normal,Tapa sanitaria y escalera interna oxidada,18,1500,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihZyyder399ohYbyw2lT38FqGe2KkkMDAaXcDmRVhc1RpLEy0oy6wW33Vk5NYY5ulxwCLP56f5_HQkuSDjxDoQ6DZ6ORnXXyz84=w2878-h1508-rw-v1,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihatgk8m6zvWxTbYBIVEgLz8AztYk-J8iW8ipnUhQV6H8pQbiNIG7_bfLRmVmwFrc-pMEev0eSq-Lje7a0zGT4dZBx9qi965mAg=w2878-h1508-rw-v1, ,45474,EPS,-7.174885853397021,-78.51276744718733
158,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,CONTUMAZA,11002,60501,Contumazá,Reservorio Mishcayacu,Reservorio Mishcayacu,743448,9185485,17M,2787,Apoyado,Opera Normal,Tapa sanitaria y escalera interna oxidada-deteriorada,19,250,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihYdBMNCS7xWek1LGAoQX8vpSPWuHnuPQvbk8Ks5L-dv6iweFxlCOulsTEI3ZoC40o7JL30jfihql85PYLKQXJGWM0POe_613dc=w2878-h1508-rw-v1, , ,45474,EPS,-7.363332418541315,-78.79465395165595
159,CAJAMARCA,CAJAMARCA,EPS SEDACAJ S.A.,11,SAN MIGUEL,11003,61101,San Miguel,Reservorio San Miguel,Reservorio San Miguel,737080,9225853,17M,2674,Apoyado,Opera Normal,Tapa sanitaria y escalera interna para mantenimiento y pintado,15,212,Concreto,Si,Si,https://lh3.googleusercontent.com/u/0/drive-viewer/AKGpihbedgirUkqUVKtpk-UDCCymyZnhjruEbMxfWdGI7n2IxiQt0lzUGid031swwtgKKLbjrAw4PS5pq-5mxXyuMEt_1qFmQxozx9A=w2878-h1508-rw-v1, , ,45474,EPS,-6.998706137331567,-78.85402453973899
160,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-1,R-1-Planta,361817.626,8901279.431,18L,1933.4 m,Semi-enterrado,Opera Normal,Ninguna,56,2500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-1%20Planta/R-1%20Planta-%20Panoramico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-1%20Planta/R-1%20Planta-%20Tapa.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-1%20Planta/R-1%20Planta-%20Estado.jpg,45481,ODS,-9.937101650043422,-76.2605018012893
161,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-2,R-2-Planta,361835.107,8901298.663,18L,1933.4 m,Semi-enterrado,Opera Normal,Ninguna,56,2000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-2%20Planta/R-2%20Planta%20-%20Panor%C3%A1mico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-2%20Planta/R-2%20Planta%20-%20Tapa.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-2%20Planta/R-2%20Planta%20-%20Estado.jpg,45481,ODS,-9.936928346649093,-76.26034170004375
162,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-3,R-3-Planta,361847.022,8901322.828,18L,1933.4 m,Semi-enterrado,Opera Normal,Ninguna,39,2500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-3%20Planta/R-3%20Planta%20-%20Panor%C3%A1mico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-3%20Planta/R-3%20Planta%20-%20Tapa.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-3%20Planta/R-3%20Planta%20-%20Estado.jpg,45481,ODS,-9.936710245906234,-76.26023219278086
163,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-4,R-4-Planta,361871.86,8901344.719,18L,1923.9 m,Semi-enterrado,Opera Normal,Ninguna,4,2500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-4%20Planta/R-4%20Planta%20-%20Panoramico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-4%20Planta/R-4%20Planta%20-%20Tapa.jpg,NA,45485,ODS,-9.936513151068722,-76.26000490048571
164,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-5,R-1 Aparicio Pomares,363040,8902514,18,2010,Apoyado,Opera Normal,Ninguna,19,600,Concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-1%20Aparicio%20Pomares/1.%20Foto%20Panor%C3%A1mica%20(2).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-1%20Aparicio%20Pomares/2.%20Foto%20Tapa%20(1).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-1%20Aparicio%20Pomares/3.%20Foto%20Estado%20(1).jpeg,45485,ODS,-9.925979908771039,-76.24931077384852
34,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-6,R-2 Aparicio Pomares,362944,8902573,18,2041,Apoyado,Opera Normal,Ninguna,19,800,Concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-2%20Aparicio%20Pomares/1.%20Foto%20Panor%C3%A1mica%20(1).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-2%20Aparicio%20Pomares/2.%20Foto%20Tapa%20(1).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-2%20Aparicio%20Pomares/3.%20Foto%20Estado%20(4).jpeg,45485,ODS,-9.92544313994736,-76.25018429088252
35,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-7,R-3 Aparicio Pomares,362831,8902666,18,2078,Apoyado,Opera Normal,Ninguna,19,150,Concreto,si,no,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-3%20Aparicio%20Pomares/1.%20Foto%20Panor%C3%A1mica%20(1).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-3%20Aparicio%20Pomares/2.%20Foto%20Tapa%20(1).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-3%20Aparicio%20Pomares/3.%20Foto%20Estado%20(2).jpeg,45485,ODS,-9.92459834740372,-76.25121168075577
167,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001010001,Huánuco,R-8,R-Luzmila Templo,363633,8903672,18,2037,Apoyado,Opera Normal,Ninguna,13,150,Concreto,si,no,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R%20Luzmila%20Templo/1.%20Foto%20Panor%C3%A1mica%20(2).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R%20Luzmila%20Templo/2.%20Foto%20Tapa%20(1).jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R%20Luzmila%20Templo/3.%20Foto%20Estado%20(1).jpeg,45485,ODS,-9.915528839574728,-76.2438629683264
37,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001020001,Amarilis,R-9,R-Terrazas de Llicua,365280,8901909,18,2043,Apoyado,Opera Normal,Ninguna,19,150,Concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Terrazas%20de%20Llicua/R-Terrazas%20de%20Llicua-Panor%C3%A1mico2.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Terrazas%20de%20Llicua/R-Terrazas%20de%20Llicua-Tapa2.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Terrazas%20de%20Llicua/R-Terrazas%20de%20Llicua-Estado.jpg,45485,ODS,-9.93152615344769,-76.22890180324202
38,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001020001,Amarilis,R-10,R-Canteras de Llicua,365441,8902386,18,2028,Apoyado,Opera Normal,Ninguna,19,150,Concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Canteras%20de%20Llicua/R-Canteras%20de%20Llicua-Panor%C3%A1mico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Canteras%20de%20Llicua/R-Canteras%20de%20Llicua-Tapa.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Canteras%20de%20Llicua/R-Canteras%20de%20Llicua-Estado.jpg,45485,ODS,-9.92721825257114,-76.22741733799646
170,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001020001,Amarilis,R-11,R-1 San Luis,364066,8900334,18,1951,Apoyado,Opera Normal,Ninguna,36,1000,Concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R1-%20San%20Luis/R1-R2-San%20Luis%20Panor%C3%A1mico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R1-%20San%20Luis/R1-San%20Luis-Tapa.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R1-%20San%20Luis/R1-R2-San%20Luis-Estado.jpg,45485,ODS,-9.945727255496406,-76.24002766699364
171,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001020001,Amarilis,R-12,R-2 San Luis,364066,8900334,18,1951,Apoyado,Opera Normal,Ninguna,36,800,Concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R2-%20San%20Luis/R1-R2-San%20Luis%20Panor%C3%A1mico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R2-%20San%20Luis/R2-%20San%20Luis-Tapa.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R2-%20San%20Luis/R1-R2-San%20Luis-Estado.jpg,45485,ODS,-9.945727255496406,-76.24002766699364
172,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A.,2,HUANUCO,2001,1001020001,Amarilis,R-13,R-Fonavi III,365300,8902853,18,1928,Apoyado,Opera Normal,Ninguna,10,150,Concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Fonavi%20II/R-Fonavi%20II-Panora%C3%A1mico.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Fonavi%20II/R-Fonavi%20II-Tapa.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/9.-HUANUCO/SEDA%20HU%C3%81NUCO%20S.A/Sede%20Central%20Hu%C3%A1nuco/R-Fonavi%20II/R-Fonavi%20II-Estado.jpg,45485,ODS,-9.922990682789361,-76.22868755919544
173,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A., , ,NA,NA,NA,NA,R-1800,390526,8971777,18,702,Apoyado,Opera Normal,Ninguna,48,1800,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/ngomez_sunass_gob_pe/Documents/WhatsApp%20Image%202024-07-11%20at%2010.57.47%20PM.jpeg,https://sunassgobpe-my.sharepoint.com/personal/ngomez_sunass_gob_pe/Documents/WhatsApp%20Image%202024-07-11%20at%2010.59.16%20PM%20(1).jpeg,https://sunassgobpe-my.sharepoint.com/personal/ngomez_sunass_gob_pe/Documents/WhatsApp%20Image%202024-07-11%20at%2010.57.47%20PM.jpeg,2024,EPS,-9.300447564551916,-75.99678512222319
174,HUANUCO,HUANUCO,EPS SEDA HUANUCO S.A., , ,NA,NA,NA,NA,R-1000,388519,8973100,18,753,Apoyado,Opera Normal,Ninguna,48,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/ngomez_sunass_gob_pe/Documents/WhatsApp%20Image%202024-07-11%20at%2011.03.33%20PM.jpeg,https://sunassgobpe-my.sharepoint.com/personal/ngomez_sunass_gob_pe/Documents/WhatsApp%20Image%202024-07-11%20at%2011.03.33%20PM.jpeg,https://sunassgobpe-my.sharepoint.com/personal/ngomez_sunass_gob_pe/Documents/WhatsApp%20Image%202024-07-11%20at%2011.03.33%20PM.jpeg,2024,EPS,-9.288431489061661,-76.01502288110319
