"","Prestador_Codigo","ubigeo_censo_17","Anio_informacion","nomprest","nomdep","nomprov","nomdist","NOM_CCPP","POBTOTAL","VIVTOTAL","densidad_pob","Latitud","Longitud","brinda_agua","brinda_alca","brinda_tar","brinda_excretas","cob_agua","cob_alca","Conex_tot_agua","Conex_tot_alca","tipo_fuente","licenciadeuso","tipo_prestador","es_formal","cobra_cuota","monto_cuota","conti_estiaje_horas","conti_avenida_horas","conti_estiaje_dias","conti_avenida_dias","tiene_sistema_cloracion","realiza_cloracion","cloro_residual_uv","tipo_agua","cloro_residual_reservorio","Ubic_APC_EPES","fuente","ambito","Prestador_Codigo_aux","ambito_prest","cuentaconlicenciavertimiento","numubs","EPS1","dentro_ambito","SECTOR","NOMEP","COD_EP","COD_LOC","COD_SECTOR","ID_LOCALID","distancia_minima","dentro_ambito_prest","info","NOMEP2","Prestador_Codigo_aux_2","ubigeo_censo_17_aux","POBTOTAL_aux"
"336","P-08747-D3T8D",1603020002,2023,"ABASTECIMIENTO SIN PRESTADOR","LORETO","LORETO","PARINARI","SANTA RITA DE CASTILLA",1327,291,4.45787545787546,-4.58991169,-74.38228281,NA,NA,NA,NA,NA,NA,NA,NA,"Superficial","Ninguna","Sin prestador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bombeo con tratamiento",NA,"Lejano","SUNASS","Rural","P-08747-D3T8D","Rural",NA,NA,"EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS SEDALORETO S.A.","P-08747-D3T8D",1603020002,1327
"337","P-08678-X6D3B",506090023,2023,"JASS Ronquillo Victoria Capellania","AYACUCHO","LUCANAS","LEONCIO PRADO","RONQUILLO",2,5,1.23755656108597,-14.76827167,-74.71214833,"Si","No","No","No",100,0,23,0,"Subterránea","Todas","OC","Si","Si",2,1,24,7,7,"No","No",NA,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-08678-X6D3B","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Unico","SEDA AYACUCHO S.A.","P-08678-X6D3B",506090023,2
"338","P-08856-G0W6Q",506090023,2023,"JASS Victoria Capellania Urubamba Sector III","AYACUCHO","LUCANAS","LEONCIO PRADO","RONQUILLO",2,5,1.23755656108597,-14.76827167,-74.71214833,"Si","No","No","No",20,0,1,0,"Subterránea","Todas","OC","Si","Si",2,12,24,7,7,NA,NA,NA,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-08856-G0W6Q","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Unico","SEDA AYACUCHO S.A.","P-08856-G0W6Q",506090023,2
"339","P-08992-H4Y4T",1603020020,2023,"JASS 23 de junio","LORETO","LORETO","PARINARI","MUNDIAL",82,27,4.45787545787546,-4.61962,-74.38576667,"Si","No","No","Si",0,0,0,0,"Pluvial","Ninguna","OC","Si","Si",9,24,24,7,7,NA,NA,NA,"Agua de lluvia",NA,"Lejano","SUNASS","Rural","1603010046-1","Rural",NA,"22","EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS SEDALORETO S.A.","1603010046-1",1603020020,82
"340","P-08913-C7T2P",1603020023,2023,"MVCS","LORETO","LORETO","PARINARI","SAN JOSE DE SAMIRIA",481,100,4.45787545787546,-4.69555167,-74.26031833,"Si","No","No","No",7,0,7,0,"Superficial","Ninguna","Otro",NA,"No",NA,24,24,7,7,NA,NA,NA,"Planta de tratamiento de portátiles",NA,"Lejano","SUNASS","Rural","P-08913-C7T2P","Rural",NA,NA,"EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS SEDALORETO S.A.","P-08913-C7T2P",1603020023,481
"341","P-08788-V3J1J",1603020024,2023,"MVCS","LORETO","LORETO","PARINARI","LEONCIO PRADO",389,73,4.45787545787546,-4.67589167,-74.28653,"Si","No","No","No",9.59,0,7,0,"Superficial","Ninguna","Otro",NA,"No",NA,24,24,7,7,"Si","Si",NA,"Bombeo con tratamiento",NA,"Lejano","SUNASS","Rural","P-08788-V3J1J","Rural",NA,NA,"EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS SEDALORETO S.A.","P-08788-V3J1J",1603020024,389
"342","P-08927-D8V1D",1802100013,2023,"JASS Camata","MOQUEGUA","GENERAL SANCHEZ CERRO","UBINAS","SAN PEDRO DE CAMATA (CAMATA)",121,82,1.18113975576662,-16.21354833,-70.71513167,"Si","No","No","No",100,0,140,0,"Subterránea","Ninguna","OC","No","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08927-D8V1D","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08927-D8V1D",1802100013,121
"343","P-08794-L5C1R",1802010021,2023,"JASS Sabaya","MOQUEGUA","GENERAL SANCHEZ CERRO","OMATE","SABAYA",59,26,1.73326015367728,-16.68209833,-70.98752167,"Si","No","No","No",69.23,0,18,0,"Subterránea","Ninguna","OC","Si","Si",2,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08794-L5C1R","Rural",NA,"18","EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08794-L5C1R",1802010021,59
"344","P-08173-X6Q3L",501100008,2023,"Junta Administradora de Servicios de Agua y Saneamiento JASS Barrios Miraflores y San Melchor (JASS BAMSAM)","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA","ÑAHUINPUQUIO",48,31,3.56792548934003,-13.1923205,-74.2178164,"Si","No","No","No",100,0,200,0,"Subterránea","Todas","OC",NA,"Si",5,7,10,7,7,"Si","Si",0.5,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","501100008-1","Rural","Ninguna",NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Unico","SEDA AYACUCHO S.A.","501100008-1",501100008,48
"345","P-08693-D7R3Y",504010074,2023,"Junta Administrador de Servicios de Chacco","AYACUCHO","HUANTA","HUANTA","CHACCO",58,33,2.87041475993317,-12.96013617,-74.27308174,"Si","No","No","No",100,0,55,0,NA,NA,"OC","No","Si",3,9,24,7,7,NA,NA,NA,NA,NA,"Periurbano","SUNASS","Rural","P-08693-D7R3Y","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08693-D7R3Y",504010074,58
"346","P-08930-C5X4J",506030001,2023,"JASS Cabana","AYACUCHO","LUCANAS","CABANA","CABANA",1891,824,1.76817447495961,-14.28837559,-73.96735443,"Si","Si","Si","No",100,100,824,824,NA,NA,"PM","No","Si",3,15,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","506030001-1","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","506030001-1",506030001,1891
"347","P-08995-J6S8C",506040001,2023,"Municipalidad Carmen Salcedo","AYACUCHO","LUCANAS","CARMEN SALCEDO","ANDAMARCA",1602,862,1.47326906222612,-14.38780564,-73.96197561,"Si","Si","Si","No",92.81,92.81,800,800,NA,NA,"PM","Si","Si",3,20,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08995-J6S8C","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08995-J6S8C",506040001,1602
"348","P-08843-C7W2T",501130001,2023,"Junta Administradora de Servicios de Saneamiento de Tambillo","AYACUCHO","HUAMANGA","TAMBILLO","TAMBILLO",237,112,2.6028880866426,-13.19476938,-74.11056941,"Si","Si","Si","No",71.43,71.43,80,80,NA,NA,"OC","No","Si",4,18,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08843-C7W2T","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08843-C7W2T",501130001,237
"349","P-08843-C7W2T",501130008,2023,"Junta Administradora de Servicios de Saneamiento de Tambillo","AYACUCHO","HUAMANGA","TAMBILLO","VIOLETA VELASQUEZ",186,49,2.6028880866426,-13.156935,-74.11531,"Si","Si","Si","No",91.84,91.84,45,45,NA,NA,"OC","No","Si",4,18,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08843-C7W2T","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08843-C7W2T",501130008,186
"350","P-08843-C7W2T",501130011,2023,"Junta Administradora de Servicios de Saneamiento de Tambillo","AYACUCHO","HUAMANGA","TAMBILLO","SAN JUAN DE TAMBOBAMBA",221,59,2.6028880866426,-13.16669167,-74.11562167,"Si","Si","Si","No",100,100,74,74,NA,NA,"OC","No","Si",4,18,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08843-C7W2T","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08843-C7W2T",501130011,221
"351","P-08843-C7W2T",501130012,2023,"Junta Administradora de Servicios de Saneamiento de Tambillo","AYACUCHO","HUAMANGA","TAMBILLO","PACUARO",120,43,2.6028880866426,-13.18015167,-74.1145,"Si","Si","Si","No",100,100,54,54,NA,NA,"OC","No","Si",4,18,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08843-C7W2T","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08843-C7W2T",501130012,120
"352","P-08843-C7W2T",501130022,2023,"Junta Administradora de Servicios de Saneamiento de Tambillo","AYACUCHO","HUAMANGA","TAMBILLO","ALANYA",168,52,2.6028880866426,-13.19806667,-74.11494833,"Si","Si","Si","No",80.77,80.77,42,42,NA,NA,"OC","No","Si",4,18,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08843-C7W2T","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08843-C7W2T",501130022,168
"353","P-08843-C7W2T",501130025,2023,"Junta Administradora de Servicios de Saneamiento de Tambillo","AYACUCHO","HUAMANGA","TAMBILLO","YANAMILLA",323,84,2.6028880866426,-13.186665,-74.09723333,"Si","Si","Si","No",100,100,85,85,NA,NA,"OC","No","Si",4,18,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08843-C7W2T","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08843-C7W2T",501130025,323
"354","P-08843-C7W2T",501130027,2023,"Junta Administradora de Servicios de Saneamiento de Tambillo","AYACUCHO","HUAMANGA","TAMBILLO","CCECHCCA",337,89,2.6028880866426,-13.21250333,-74.10717333,"Si","Si","Si","No",76.4,76.4,68,68,NA,NA,"OC","No","Si",4,18,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08843-C7W2T","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08843-C7W2T",501130027,337
"355","P-08844-K5Z5V",501130042,2023,"Junta Administrador de Servicios de Saneamiento Huatatillas","AYACUCHO","HUAMANGA","TAMBILLO","HUATATILLAS",90,32,2.6028880866426,-13.15681667,-74.18913833,"Si","No","No","No",100,0,50,0,NA,NA,"OC","No","Si",4,3,12,7,7,NA,NA,NA,NA,NA,"Periurbano","SUNASS","Rural","P-08844-K5Z5V","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08844-K5Z5V",501130042,90
"356","P-08676-N4S9F",504080010,2023,"JASS Mayapo","AYACUCHO","HUANTA","LLOCHEGUA","MAYAPO",1172,376,2.60031023784902,-12.35782706,-73.95747562,"Si","Si","Si","No",100,100,495,495,NA,NA,"OC","No","Si",3,4,11,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08676-N4S9F","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08676-N4S9F",504080010,1172
"357","P-08675-B1L2L",504090001,2023,"Unidad de Gestión Municipal del distrito de Canayre","AYACUCHO","HUANTA","CANAYRE","CANAYRE",1413,469,2.52148997134671,-12.28214422,-74.02311043,"Si","Si","Si","No",100,100,770,770,NA,NA,"UGM","Si","Si",NA,22,22,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","504090001-1","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","504090001-1",504090001,1413
"358","P-08677-H1Z4F",505070012,2023,"JASS Comunpiari","AYACUCHO","LA MAR","SANTA ROSA","COMUNPIARI",667,321,2.1947849776221,-12.69325205,-73.69545042,"Si","Si","Si","No",62.31,62.31,200,200,NA,NA,"OC","Si","Si",7,11,18,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08677-H1Z4F","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","P-08677-H1Z4F",505070012,667
"359","P-08335-D2G1D",510100022,2023,"Junta Administradora de los Servicios de Saneamiento – JASS Tiquihua","AYACUCHO","VICTOR FAJARDO","HUAYA","TIQUIHUA",517,385,1.26328502415459,-13.87894195,-73.93286178,"Si","Si","Si","No",87.01,87.01,335,335,"Superficial","Todas","OC","Si","Si",3,7,18,7,7,"Si","Si",0.5,"Otro",NA,"Lejano","SUNASS","Rural","510100022-1","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","510100022-1",510100022,517
"360","P-08498-C0Q8Y",510110001,2023,"Junta Administradora de los Servicios de Saneamiento – JASS Sarhua","AYACUCHO","VICTOR FAJARDO","SARHUA","SARHUA",1322,709,1.81414701803051,-13.672841,-74.32026584,"Si","Si","Si","No",100,100,831,831,"Subterránea","Todas","OC","Si","Si",3,10,24,7,7,"Si","No",NA,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","510110001-1","Rural","Ninguna",NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","510110001-1",510110001,1322
"361","P-08174-K2V5P",501090001,2023,"Junta Administradora de los Servicios de Saneamiento – JASS de San José de Ticllas (JASS Ticllas)","AYACUCHO","HUAMANGA","SAN JOSE DE TICLLAS","TICLLAS",130,94,1.52004333694475,-13.13228993,-74.33298262,"Si","No","Si","No",60.64,0,57,0,"Subterránea","Ninguna","OC","No","Si",4,2,18,7,7,"Si","Si",0,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","501090001-1","Rural",NA,"45","SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","501090001-1",501090001,130
"362","P-08140-R7P6H",501110001,2023,"Junta Administradora de los Servicios de Saneamiento del Centro Poblado de San Pedro de Cachi","AYACUCHO","HUAMANGA","SANTIAGO DE PISCHA","SAN PEDRO DE CACHI",216,194,1.28558558558559,-13.085482,-74.39320982,"Si","Si","Si","No",100,100,250,200,"Subterránea","Ninguna","OC","Si","Si",40,4,10,7,7,"Si","Si",NA,"Otro",0,"Lejano","SUNASS","Rural","501110001-1","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","501110001-1",501110001,216
"363","P-08499-C9D0D",501040004,2023,"SIN PRESTADOR","AYACUCHO","HUAMANGA","CARMEN ALTO","CAMPANAYOCC",96,51,2.85316097758029,-13.20885386,-74.24958768,NA,NA,NA,NA,100,0,350,0,"Superficial","Ninguna","Sin prestador",NA,"Si",3,10,10,7,7,"No","No",NA,"Gravedad sin tratamiento",0,"Ambito de la EP","SUNASS","Rural","501040004-1","Rural",NA,NA,"SEDA AYACUCHO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","SEDA AYACUCHO S.A.","501040004-1",501040004,96
"364","P-08619-Y7W4C",1801060045,2023,"UGM Torata","MOQUEGUA","MARISCAL NIETO","TORATA","QUELE",44,44,1.40480507706256,-17.042155,-70.853835,"Si","No","No","No",100,NA,84,NA,"Subterránea","Ninguna","UGM","Si","No",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08619-Y7W4C","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08619-Y7W4C",1801060045,44
"365","P-08619-Y7W4C",1801060061,2023,"UGM Torata","MOQUEGUA","MARISCAL NIETO","TORATA","CHUVILAQUE",3,17,1.40480507706256,-17.06981167,-70.88375667,"Si","No","No","No",94.12,NA,16,NA,"Subterránea","Ninguna","UGM","Si","No",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08619-Y7W4C","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08619-Y7W4C",1801060061,3
"366","P-08619-Y7W4C",1801060128,2023,"UGM Torata","MOQUEGUA","MARISCAL NIETO","TORATA","CHUJULAY BAJO",3,10,1.40480507706256,-17.02601833,-70.80277667,"Si","No","No","No",100,NA,29,NA,"Subterránea","Ninguna","UGM","Si","No",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08619-Y7W4C","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08619-Y7W4C",1801060128,3
"367","P-08619-Y7W4C",1801060129,2023,"UGM Torata","MOQUEGUA","MARISCAL NIETO","TORATA","CHUJULAY ALTO",6,13,1.40480507706256,-17.01745333,-70.76434,"Si","No","No","No",84.62,NA,11,NA,"Subterránea","Ninguna","UGM","Si","No",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08619-Y7W4C","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08619-Y7W4C",1801060129,6
"368","P-08731-B2D4H",1603010004,2023,"JASS San Joaquin de Omaguas","LORETO","LORETO","NAUTA","SAN JOAQUIN DE OMAGUAS",478,153,3.83207571300678,-4.284605,-73.43272833,"Si","No","No","Si",0,0,0,0,"Pluvial","Ninguna","OC","No","No",NA,24,24,7,7,NA,NA,NA,"Agua de lluvia",NA,"Lejano","SUNASS","Rural","1603010004-1","Rural",NA,"143","EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Unico","EPS SEDALORETO S.A.","1603010004-1",1603010004,478
"369","P-08738-T3Q8W",1603010007,2023,"JASS San Juan de Puritania","LORETO","LORETO","NAUTA","SAN JUAN DE PURITANIA",246,74,3.83207571300678,-4.31771333,-73.45745833,"Si","No","No","Si",0,0,0,0,"Pluvial","Ninguna","OC","Si","Si",5.5,24,24,7,7,NA,NA,NA,"Agua de lluvia",NA,"Lejano","SUNASS","Rural","P-08738-T3Q8W","Rural",NA,"56","EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS SEDALORETO S.A.","P-08738-T3Q8W",1603010007,246
"370","P-08909-S9K4D",1603020020,2023,"JASS Mundial","LORETO","LORETO","PARINARI","MUNDIAL",82,27,4.45787545787546,-4.61962,-74.38576667,"Si","No","No","Si",100,0,30,0,"Superficial","Ninguna","OC","No","No",NA,2,2,2,2,"Si","No",NA,"Bombeo sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08909-S9K4D","Rural",NA,"30","EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS SEDALORETO S.A.","P-08909-S9K4D",1603020020,82
"371","P-07957-C1B1M",1601130031,2023,"JASS 13 DE FEBRERO","LORETO","MAYNAS","SAN JUAN BAUTISTA","13 DE FEBRERO",670,264,3.46619906661936,-4.01441,-73.43398833,"No","No","No","No",0,NA,0,NA,"Pluvial","Ninguna","OC",NA,"No",NA,24,24,7,7,NA,NA,NA,"Agua de lluvia",NA,"Lejano","SUNASS","Rural","1601130031-1","Rural",NA,"180","EPS SEDALORETO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Unico","EPS SEDALORETO S.A.","1601130031-1",1601130031,670
"372","P-08597-D7H7R",1801060029,2023,"UGM Torata","MOQUEGUA","MARISCAL NIETO","TORATA","CURIPAMPA",2,2,1.40480507706256,-17.01137833,-70.81904667,"Si","No","No","No",100,NA,6,NA,"Subterránea","Ninguna","UGM","Si","No",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08597-D7H7R","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08597-D7H7R",1801060029,2
"373","P-08597-D7H7R",1801060032,2023,"UGM Torata","MOQUEGUA","MARISCAL NIETO","TORATA","EL CHORRO",2,3,1.40480507706256,-17.01793667,-70.837665,"Si","No","No","No",100,NA,10,NA,"Subterránea","Ninguna","UGM","Si","No",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08597-D7H7R","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08597-D7H7R",1801060032,2
"374","P-08597-D7H7R",1801060035,2023,"UGM Torata","MOQUEGUA","MARISCAL NIETO","TORATA","PARALAQUE",14,20,1.40480507706256,-17.03263667,-70.85227,"Si","No","No","No",100,NA,26,NA,"Subterránea","Ninguna","UGM","Si","No",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08597-D7H7R","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08597-D7H7R",1801060035,14
"375","P-08944-R4Z2Y",1802010030,2023,"Comité de Administración de Servicio de Agua para consumo humano Urinay Alto","MOQUEGUA","GENERAL SANCHEZ CERRO","OMATE","URINAY",32,43,1.73326015367728,-16.71434167,-70.99572333,"Si","No","No","Si",72.09,0,31,0,"Subterránea","Todas","OC","Si","Si",20,6,18,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-08944-R4Z2Y","Rural",NA,NA,"EPS ILO S.A.","No",NA,NA,NA,NA,NA,NA,NA,"NO","Ambos","EPS ILO S.A.","P-08944-R4Z2Y",1802010030,32
"376","P-08694-R1K3B",218010038,2023,"SIN PRESTADOR","ANCASH","SANTA","CHIMBOTE","LA MORA",225,101,3.52790323684391,-8.95316834,-78.53848692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sin prestador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08694-R1K3B","Rural",NA,NA,"EPS CHAVIN S.A.","No","2","SEDACHIMBOTE S. A.","014","01402","01402SEC02","01402 - CHIMBOTE",10.514758179444,"NO","Unico","SEDACHIMBOTE S. A.","P-08694-R1K3B",218010038,225
"377","P-08701-S3R0N",208010008,2023,"ABASTECIMIENTO SIN PRESTADOR","ANCASH","CASMA","CASMA","SECHIN BAJO",366,128,2.20349947631076,-9.46619528,-78.25970577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sin prestador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Periurbano","SUNASS","Rural","P-08701-S3R0N","Rural",NA,NA,"EPS CHAVIN S.A.","No","1","SEDACHIMBOTE S. A.","014","01401","01401SEC03","01401 - CASMA",3.41212937525291,"NO","Unico","SEDACHIMBOTE S. A.","P-08701-S3R0N",208010008,366
"378","P-08933-R3K7P",219080001,2023,"Junta Administradora de Servicios de Agua Potable, Salud y Saneamiento -JAAPS  Ragash Centro","ANCASH","SIHUAS","RAGASH","RAGASH",343,173,2.4627027027027,-8.53178405,-77.66594628,"Si","No","No","No",NA,NA,NA,NA,NA,NA,"OC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08933-R3K7P","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",58.6787959448264,"NO","Ambos","EPS CHAVÍN S. A.","P-08933-R3K7P",219080001,343
"379","P-08935-P9P1W",209020001,2023,"Junta Administradora de Servicios de Saneamiento de distrito de Aco","ANCASH","CORONGO","ACO","ACO",206,135,1.68444444444444,-8.5231214,-77.87764248,"Si","Si","Si","No",NA,NA,NA,NA,NA,NA,"OC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08935-P9P1W","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",57.6068806304827,"NO","Ambos","EPS CHAVÍN S. A.","P-08935-P9P1W",209020001,206
"380","P-08883-G9B5K",218010065,2023,"SIN PRESTADOR","ANCASH","SANTA","CHIMBOTE","AMAUTA",202,58,3.52790323684391,-8.91292897,-78.5183211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sin prestador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08883-G9B5K","Rural",NA,NA,"EPS CHAVIN S.A.","No","2","SEDACHIMBOTE S. A.","014","01402","01402SEC02","01402 - CHIMBOTE",15.4871718858888,"NO","Unico","SEDACHIMBOTE S. A.","P-08883-G9B5K",218010065,202
"381","P-08884-H7D6Y",218010024,2023,"SIN PRESTADOR","ANCASH","SANTA","CHIMBOTE","LOS MALEÑOS",233,94,3.52790323684391,-8.90161587,-78.51847967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sin prestador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-08884-H7D6Y","Rural",NA,NA,"EPS CHAVIN S.A.","No","2","SEDACHIMBOTE S. A.","014","01402","01402SEC02","01402 - CHIMBOTE",16.6535097288478,"NO","Unico","SEDACHIMBOTE S. A.","P-08884-H7D6Y",218010024,233
